id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,elt_install,elt_type,oper_dba,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,eng_model,power_units,hp_or_lbs,carb_fuel_injection,propeller_type,subcategory_no
20141012X300011,091,NONE,CESSNA,170B,4.0,1.0,FIXD,1451.0,AIR,N,100H,,12022.900390625,N,,,Y,PERS,N,N/A ,1509.0,CXP ,N,N,2500.0,PLT,M,No,Y,,3,1,REC,Lycoming,O-360A1A,,HP,CARB,CONP,2
20080630X009501,091,NONE,Cessna,172C,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,BIS ,1440.0,6L3 ,N,N,130.0,PLT,M,,N,,,1,REC,Continental,O-300,,,,,6
20080723X011021,091,VFR,Cessna,172F,,1.0,FIXD,2300.0,AIR,N,,,,Y,,,Y,PERS,,SEE ,2300.0,POC ,N,N,142.0,PLT,M,UNK,N,,,1,REC,Continental,O-300-C,,,CARB,,6
20081028X031561,091,NONE,CESSNA,172M,4.0,1.0,FIXD,,AIR,N,,,,Y,,,Y,PERS,N,CIN ,1926.0,BRL ,N,N,146.0,PLT,M,No,N,,,1,REC,Lyc,O-320,,,CARB,,4
20110814X541181,091,NONE,CESSNA,172M,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,85.0,3220.0,Y,C91,,Y,INST,Y,EKN ,1515.0,EKN ,N,N,6462.0,FLTI,M,No,N,,,1,REC,Lycoming,O-320,,,CARB,,3
20080229X002481,091,NONE,Cessna,172N,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,7S3 ,2030.0,2S2 ,N,N,537.0,PLT,M,,N,,,1,REC,Lycoming,O-360-A4M,,,,,4
20090501X747391,091,NONE,CESSNA,172N,4.0,1.0,FIXD,,AIR,N,100H,,5031.0,Y,UNK,,Y,INST,N,SOP ,1455.0,SOP ,N,N,46.0,DSTU,M,No,N,,,1,REC,,,,,,,4
20081003X414481,091,NONE,Cessna,172R,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,C77 ,,EFT ,N,N,6394.5,PLT,M,Yes,N,,,1,REC,Textron Lycoming,IO-360,,,,,4
20140410X726081,091,NONE,CESSNA,172S,,1.0,FIXD,2299.0,AIR,N,ANNL,,,,,,Y,PERS,,PAE ,115.0,PAE ,N,N,199.0,PLT,,No,N,,,1,REC,LYCOMING,IO-360-L2A,,HP,,,6
20160921X924091,091,NONE,CESSNA,172S,4.0,1.0,FIXD,2558.0,AIR,N,100H,,2067.60009765625,Y,,,Y,PERS,N,SUS ,,SUS ,N,N,657.0,PLT,M,No,N,,3,1,REC,Textron Lycoming,IO-360-L2A,,,FINJ,CONP,6
20120124X109431,091,VFR,CESSNA,177A,4.0,1.0,FIXD,2350.0,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,3CK ,30.0,IMS ,N,N,458.0,PLT,M,No,Y,,,1,REC,,,,,CARB,,4
20080912X014401,091,NONE,Cessna,182C,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,DNV ,1345.0,SAR ,N,N,230.0,PLT,M,,N,,,1,REC,Continental,O-470-L,,,,,6
20090914X859081,091,NONE,CESSNA,182K,4.0,1.0,FIXD,,AIR,N,ANNL,,,Y,UNK,,Y,PERS,N,,,N/A ,N,N,1005.0,PLT,M,No,N,,,1,REC,Teledyne Continental Motors,O-470,,,CARB,,4
20130808X453511,091,NONE,CESSNA,182T,4.0,1.0,FIXD,3100.0,AIR,N,ANNL,,2021.5999755859373,Y,,,Y,PERS,,MCD ,2250.0,,N,N,223.0,PLT,M,No,N,,,1,REC,Lycoming,IO-540,,,FINJ,,4
20131104X947532,091,NONE,CESSNA,185F,1.0,1.0,FIXD,,AIR,N,100H,,4198.0,Y,,,Y,SKYD,N,SUW ,,SUW ,N,N,535.0,PLT,,No,N,,U,1,REC,Continental Motors,IO-520 Series,,,FINJ,,4
20120629X924501,UNK,NONE,Destiny,2000,2.0,1.0,FIXD,,WSFT,N,UNK,,,N,,,Y,,N,,1230.0,,N,N,1000.0,PLT,M,No,N,,,1,REC,Rotax,582,,,CARB,,6
20130218X228331,PUBU,CVFR,BELL,206B,5.0,1.0,FIXD,3200.0,HELI,N,100H,20.0,15540.0,N,,,Y,PUBF,N,ELY ,2220.0,ELY ,N,N,37500.0,PLT,,Yes,Y,,4,1,TS,Rolls Royce,250-C20,,,,,2
20080321X003591,091,NONE,Cessna,210G,,1.0,RETR,,AIR,N,,,,,,,Y,PERS,,EKY ,,,N,N,1434.0,PLT,M,,N,,,1,REC,Continental,IO-520,,,,,6
20080508X006271,091,NONE,Hughes,269A,,1.0,FIXD,,HELI,N,,,,,,,Y,PERS,,NONE,,,N,N,1672.0,PLT,M,UNK,N,,,1,REC,Lycoming,IO-360,,,,,6
20080722X010961,091,NONE,HUGHES,269B,2.0,1.0,FIXD,,HELI,N,ANNL,,1800.0,Y,UNK,"Ozark Mountain Helicopters, LLC",Y,AOBV,N,NA  ,1248.0,,N,N,1320.0,PLT,M,Yes,Y,,,1,REC,Lycoming,HIO-360-A1A,,,FINJ,,2
20131021X125561,091,IFR,CESSNA,340A,6.0,2.0,RETR,5990.0,AIR,N,ANNL,,4045.199951171875,Y,C91A,,Y,PERS,N,FXE ,1143.0,PVG ,N,N,5541.0,PLT,,No,Y,,3,1,REC,CONT MOTOR,TSIO-520 SER,,HP,FINJ,CONP,2
20080731X011331,091,NONE,HUGHES,369D,5.0,1.0,FIXD,3000.0,HELI,N,ANNL,,4148.0,Y,UNK,,Y,PERS,N,KPUC,2140.0,U77 ,N,N,2044.0,PLT,M,No,Y,,,1,TS,Rolls-Royce,250 ,,,,,6
20131210X031361,091,NONE,MCDONNELL DOUGLAS HELICOPTER,369E,,,FIXD,3000.0,HELI,N,ANNL,,,Y,,,Y,BUS ,N,,,,N,N,6050.0,PLT,,Yes,N,,U,1,TS,Allison,250-C20 SERIE,,,FINJ,,6
20171228X355171,091,IFR,CESSNA,525A,9.0,2.0,RETR,12500.0,AIR,N,UNK,,2681.0,,,,Y,POSI,Y,DPA ,1222.0,MGC ,N,N,2610.0,PLT,M,Yes,N,,,1,TF,Williams,FJ44-2C,,,,,4
20180820X059151,091,UNK,Cessna,A185,2.0,1.0,FIXD,,AIR,N,UNK,,,,,,Y,PERS,N,44AK,,,N,N,3500.0,PLT,M,No,N,,U,1,REC,Continental,IO-520,,,FINJ,,2
20161129X511591,091,NONE,CAMERON,A315,17.0,3.0,FIXD,6300.0,BALL,N,100H,,358.5,N,,,Y,AOBV,N,DWA ,1500.0,DWA ,Y,N,8721.0,PLT,M,Yes,N,,N,1,UNK,,,,,,,4
20181001X904051,121,IFR,Airbus,A321,,2.0,RETR,205030.0,AIR,N,,,,,,,Y,,Y,DFW ,1700.0,SMF ,N,N,3596.5,PLT,M,Yes,N,,5,1,TF,IAE,V2533-A5,,LBS,,,5
20150624X555281,091,IFR,BEECH,B 55,4.0,2.0,RETR,5100.0,AIR,N,ANNL,,3299.39990234375,Y,,,Y,PERS,N,ECP ,1330.0,PIE ,N,N,12000.0,PLT,,Yes,N,,3,1,REC,Continental,IO-470-L,,,FINJ,CONP,6
20170117X439531,091,NONE,BEECH,B200,9.0,2.0,RETR,12500.0,AIR,N,UNK,,,Y,UNK,,Y,POSI,N,5CA7,0.0,VIS ,N,N,16700.0,PLT,M,Yes,N,,5,1,TP,P&W,PT6A,,HP,,CONP,6
20160511X133241,091,NONE,BEECH,B24R,,1.0,RETR,2750.0,AIR,N,ANNL,1.0,1461.0,Y,,,Y,PERS,N,E45 ,1915.0,E45 ,N,N,22812.0,PLT,M,Yes,N,,U,1,REC,LYCOMING,IO360 SER,,HP,FINJ,,4
20130623X253221,091,UNK,NANCHANG CHINA,CJ-6,2.0,1.0,RETR,,AIR,N,COND,,2697.179931640625,,,,Y,PERS,N,EGE ,1357.0,EGE ,N,N,1200.0,PLT,,No,Y,,U,1,REC,Russia,M-14P,,,,CONP,4
20120801X836211,091,NONE,FLIGHT DESIGN GMBH,CTSW,2.0,1.0,FIXD,1320.0,AIR,N,COND,,218.0,Y,,,Y,PERS,N,KEQA,1530.0,PVT ,N,N,1418.0,PLT,M,No,N,,,1,REC,ROTAX,912S,,,CARB,,6
20120805X034231,091,NONE,ROTORWAY,EXEC,2.0,1.0,FIXD,1400.0,HELI,Y,COND,,85.0,N,,,Y,PERS,N,63S ,,63S ,N,N,605.0,DSTU,M,No,N,,,1,REC,Rotorway,R1 162,,,,,6
20160915X312401,091,NONE,BURKHART GROB FLUGZEUGBAU,G109,2.0,1.0,FIXD,1830.0,GLI,N,ANNL,,1095.0,N,,,Y,PERS,N,LHM ,2100.0,MEV ,N,N,2330.0,PLT,M,No,N,,4,1,REC,Limbach,2000,,HP,CARB,FIXP,4
20160203X316181,091,VFR,TUCKER MITCHEL C,H 13,2.0,1.0,FIXD,,HELI,Y,ANNL,258.0,,N,,,Y,PERS,N,ZPH ,,ZPH ,N,N,10250.0,PLT,M,No,N,,3,1,REC,AMA/EXPR,UNKNOWN ENG,,HP,CARB,,4
20191213X420281,091,NONE,Mooney,M20C,4.0,1.0,RETR,2575.0,AIR,N,ANNL,,,Y,,,Y,PERS,N,FLG ,,DVT ,N,N,110.0,PLT,M,No,Y,,3,1,REC,Lycoming,O&VO-360 SER,,,,,4
20190209X048321,091,NONE,Mooney,M20F,,1.0,RETR,2740.0,AIR,N,UNK,,,,,,Y,PERS,N,HWD ,402.0,LHM ,N,N,57.0,DSTU,M,No,Y,,U,1,REC,Lycoming,IO360 SER,,,FINJ,,6
20090413X020421,091,NONE,MOONEY,M20J,4.0,1.0,FIXD,2740.0,AIR,N,ANNL,,3366.0,Y,,,Y,PERS,N,I83 ,,I83 ,N,N,3000.0,PLT,M,No,N,,,1,REC,Textron Lycoming,IO-360-A3B6D,,,FINJ,,6
20110130X337121,091,NONE,MOONEY,M20R,4.0,1.0,RETR,3368.0,AIR,N,ANNL,,,Y,UNK,,Y,PERS,N,CFD ,1400.0,EYQ ,N,N,313.0,DSTU,M,No,N,,,1,REC,Continental,IO-550 Series,,HP,FINJ,,4
20190506X849011,121,IFR,MCDONNELL DOUGLAS,MD88,157.0,2.0,RETR,150500.0,AIR,N,,,72944.0,Y,C126,,Y,,Y,KSYR,2203.0,KATL,N,N,8338.5,PLT,,Yes,N,,5,1,TF,Pratt & Whitney,JT8D-219,,LBS,,,4
20191126X704481,091,NONE,General Atomics,MQ-9,0.0,1.0,RETR,10500.0,AIR,N,,,1979.9000244140625,N,,,Y,INST,,04CA,1644.0,04CA,N,N,1946.850006103516,DSTU,,Yes,N,,N,1,TP,Honeywell International Inc.,,,HP,FINJ,CONP,6
20160928X425371,091,NONE,Jerant Frank,Mong,1.0,1.0,FIXD,1086.0,AIR,Y,COND,,155.0,N,,,Y,ASHO,N,RTS ,1525.0,RTS ,N,N,2392.0,PLT,M,Yes,N,,5,1,REC,Lycoming,IO-360-A16CD,,HP,FINJ,FIXP,2
20160111X054191,091,UNK,MOORE,ONEX,1.0,1.0,FIXD,,AIR,Y,COND,,0.0,,,,Y,PERS,N,FCH ,1934.0,FCH ,N,N,484.0,PLT,M,No,N,,4,1,REC,VW,Type 1VW,,,CARB,FIXP,6
20200625X328451,091,NONE,SONEX,ONEX,1.0,1.0,FIXD,,AIR,Y,COND,,9.0,N,,,Y,PERS,N,ANE ,,ANE ,N,N,884.0,PLT,,No,N,CL3 ,5,1,REC,Revmaster,2300,,,CARB,FIXP,6
20180830X126551,091,NONE,Cessna,P210,,1.0,RETR,,AIR,N,ANNL,,2211.5,Y,,,Y,PERS,N,PRC ,330.0,PRC ,N,N,2480.0,PLT,M,No,Y,,4,1,REC,Teledyne Continental Motors,TSIO-520AF,,,FINJ,,4
20200601X106001,091,NONE,Cessna,P210,,1.0,RETR,,AIR,N,ANNL,,2384.0,Y,C91,,Y,PERS,N,MYF ,1610.0,EVW ,N,N,24000.0,PLT,M,No,N,,3,1,REC,Continental,TSIO-520,,HP,FINJ,CONP,4
20150202X204562,091,NONE,PIPER,PA18,1.0,1.0,FIXD,1499.0,AIR,N,,,,Y,C91,,Y,PERS,N,PABV,,,N,N,1400.0,PLT,M,No,Y,,4,1,REC,Lycoming,,,HP,CARB,,2
20180827X602281,091,NONE,Piper,PA18,2.0,1.0,FIXD,1750.0,AIR,N,,,,N,,,Y,PERS,N,BCV ,,BCV ,N,N,6400.0,PLT,M,No,N,,4,1,REC,Lycoming,O-320 SERIES,,,,,6
20200603X810311,091,NONE,Piper,PA22,,1.0,FIXD,2000.0,AIR,N,ANNL,,,Y,,,Y,PERS,N,,,,N,N,270.0,PLT,M,No,N,,,1,REC,Lycoming,O-320 SERIES,,,,,6
20190309X937091,091,IFR,Piper,PA23,6.0,,RETR,,AIR,N,ANNL,,,Y,C91,,Y,UNK,N,TPA ,1920.0,F45 ,N,N,2100.0,PLT,M,No,Y,,3,1,REC,Lycoming,IO-540-C4B5,,,FINJ,CONP,6
20160328X113451,091,NONE,PIPER,PA24,4.0,1.0,RETR,2550.0,AIR,N,ANNL,,2953.8798828125,Y,,,Y,PERS,N,X51 ,,X51 ,N,N,226.5,PLT,M,No,N,,L,1,REC,Lycoming,O-360-A1A,,,CARB,CONP,4
20090210X518281,091,NONE,PIPER,PA28,4.0,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,N,HJH ,1930.0,KFMZ,N,N,2601.0,PLT,M,No,N,,,1,REC,LYCOMING,O360,,HP,CARB,,4
20181023X912171,091,VFR,Piper,PA28,4.0,1.0,FIXD,2326.0,AIR,N,100H,,,Y,UNK,,Y,POSI,N,FRG ,1500.0,49N ,N,N,1425.0,PLT,M,Yes,N,,U,1,REC,Lycoming,O-320 SERIES,,,CARB,FIXP,4
20190114X057201,091,NONE,Piper,PA28,4.0,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,N,MHE ,,Y14 ,N,N,2515.60009765625,PLT,M,No,Y,,,1,REC,Lycoming,O-360-A4M,,,CARB,FIXP,1
20190524X107031,091,NONE,Piper,PA28,,1.0,FIXD,,AIR,N,ANNL,,5083.2001953125,Y,C91A,,Y,PERS,Y,T31 ,,T31 ,N,N,818.7000122070312,PLT,F,No,N,,L,1,REC,Lycoming,O-320 E2A,,,CARB,FIXP,6
20190727X426582,091,VFIF,Piper,PA28,4.0,1.0,FIXD,2400.0,AIR,N,100H,,,Y,UNK,,Y,PERS,N,GAI ,,GAI ,N,N,419.0,PLT,M,Yes,N,,U,1,REC,Lycoming,O&VO-360 SER,,,,,2
20191217X111591,091,NONE,Piper,PA28,4.0,1.0,FIXD,,AIR,N,ANNL,,3999.0,Y,,,Y,INST,Y,WDR ,,WDR ,N,N,426.0,FLTI,M,Yes,N,,U,1,REC,Lycoming,O-320 SERIES,,,,,6
20200124X929321,091,NONE,Piper,PA28,4.0,1.0,FIXD,,AIR,N,100H,,1194.0,Y,C126,,Y,PERS,N,PAN ,1600.0,FFZ ,N,N,117.0,PLT,M,No,N,,3,1,REC,Lycoming,O-320 SERIES,,,,,4
20190710X853271,091,NONE,Piper,PA34,6.0,2.0,RETR,3999.0,AIR,N,,,,,,,Y,INST,Y,YIP ,,YIP ,N,N,1759.0499877929688,PLT,M,No,N,,3,1,REC,Lycoming,IO360 SER A&C,,,FINJ,CONP,4
20191126X438541,091,NONE,Piper,PA34,2.0,2.0,RETR,3999.0,AIR,N,ANNL,,11482.7001953125,Y,,,Y,INST,Y,DTO ,1310.0,OSA ,N,N,347.5,FLTI,M,Yes,N,,3,1,REC,Lycoming,IO360,,,FINJ,,6
20140112X006531,091,NONE,HALLENDORF TOM,RV 6,2.0,1.0,FIXD,1600.0,AIR,Y,COAW,,600.0,Y,UNK,,Y,PERS,N,EDU ,2200.0,EDU ,N,N,1200.0,PLT,,No,N,,3,1,REC,LYCOMING,IO360 SER A&C,,HP,FINJ,CONP,6
20200629X756361,091,NONE,Vans,RV 8,2.0,1.0,FIXD,1800.0,AIR,Y,UNK,,,,,,Y,PERS,Y,N87 ,,CKZ ,N,N,12925.0,PLT,M,Yes,N,,U,1,REC,,,,,,,6
20100914X910301,091,NONE,GOODMAN ROBERT BRUCE,RV-4,2.0,1.0,FIXD,1500.0,AIR,Y,COND,,1410.0,Y,UNK,,Y,PERS,N,INT ,1900.0,CTJ ,N,N,5022.0,PLT,M,No,N,,,1,REC,AMA/EXPR,UNKNOWN ENG,,,,,4
20101026X240101,091,UNK,BORNE CHARLES A III,RV-4,2.0,1.0,FIXD,,AIR,Y,UNK,,,,,,Y,PERS,N,,,KE98,N,N,700.0,PLT,M,UNK,N,,,1,REC,AMA/EXPR,UNKNOWN ENG,,,,,6
20170919X216402,091,NONE,FARNSWORTH,RV-8,2.0,,FIXD,,AIR,Y,COND,10.0,,Y,UNK,,Y,ASHO,N,RTS ,1515.0,RTS ,N,N,16500.0,PLT,M,Yes,N,,4,1,REC,Mattituck,IO-360,,HP,FINJ,,2
20170224X814321,091,IFR,CIRRUS,SR20,4.0,1.0,FIXD,3000.0,AIR,N,ANNL,,1985.0,Y,,,Y,PERS,N,7FL6,1137.0,LBT ,N,N,790.0,PLT,M,No,N,,3,1,REC,Continental,IO-360,,,FINJ,,2
20181023X406221,091,VFR,Cirrus,SR20,4.0,1.0,FIXD,,AIR,N,UNK,,,,,,Y,PERS,N,EQY ,1530.0,GMU ,N,N,109.0,PLT,M,No,N,,4,1,REC,Continental,IO-360-ES,,,FINJ,,4
20180531X145181,091,UNK,CIRRUS,SR22,4.0,1.0,FIXD,3044.0,AIR,N,ANNL,,875.0,Y,,,Y,PERS,N,KMAF,20.0,KSRR,N,N,192.0,PLT,M,No,Y,,3,1,REC,Continental,IO-550-N,,HP,FINJ,CONP,4
20191107X550101,091,NONE,Cirrus,SR22,,,FIXD,,AIR,N,ANNL,,1174.0,Y,UNK,,Y,PERS,N,TOA ,,CCB ,N,N,650.0,PLT,M,No,Y,,3,1,REC,Continental Aerospace Technolo,IO-550-N,,,FINJ,CONP,6
20191111X910041,091,NONE,Cessna,U206,1.0,1.0,FIXD,3600.0,AIR,N,ANNL,,14851.400390625,,,,Y,PERS,N,6MU4,2200.0,10MO,N,N,8524.0,PLT,M,Yes,N,,3,1,TP,Pratt and Whitney,PT6A-20,,,,CONP,2
20190308X503011,133,NONE,BELL,UH1B,2.0,1.0,FIXD,8500.0,HELI,N,100H,96.3000030517578,15834.2998046875,N,,,Y,EXLD,N,,1505.0,,N,N,6610.0,PLT,M,Yes,Y,,4,1,TS,Honeywell,T-53-L13,,HP,FINJ,,6
20080416X004941,091,VFR,Cessna,177RG,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,KFDK,,KTLH,N,N,500.0,PLT,M,,N,,,1,REC,Lycoming,IO-360-A1B6D,,,,,6
20080423X005321,091,NONE,Cessna,177RG,,1.0,RETR,,AIR,N,,,,,,,Y,INST,,RDD ,1820.0,RDD ,N,N,5229.0,FLTI,M,Yes,N,,,1,REC,Lycoming,IO-360,,,,,6
20080915X014651,121,IFR,BEECH,1900D,21.0,2.0,RETR,,AIR,N,,,,Y,,,Y,,Y,UIN ,1100.0,STL ,N,N,1790.0,PLT,M,Yes,N,,,1,TP,Pratt and Whitney Canada,PT6-67D,,,,,6
20170601X412231,091,NONE,VARGA AIRCRAFT CORP.,2150A,2.0,1.0,FIXD,4006.0,AIR,N,ANNL,3.0,2410.0,Y,,,Y,PERS,N,3G6 ,1534.0,OI92,N,N,793.0,PLT,M,No,Y,,L,1,REC,Lycoming,O-320-A2C,,,CARB,,6
20100714X156371,091,NONE,BEECH,35C33,4.0,1.0,RETR,,AIR,N,,,,Y,UNK,,Y,PERS,N,SEP ,220.0,GKY ,N,N,1830.0,PLT,M,Yes,Y,,,1,TP,,,,,,,4
20120924X132301,PUBU,NONE,MCDONNELL DOUGLAS HELI CO,369FF,4.0,1.0,FIXD,3100.0,HELI,N,ANNL,,20200.0,Y,UNK,,Y,PUBL,Y,VGT ,2300.0,VGT ,N,N,4137.0,PLT,,Yes,N,,U,1,TS,Allison,250-C30,,HP,,,4
20080826X013231,091,NONE,Ercoupe,415-G,,1.0,FIXD,,AIR,N,ANNL,,,Y,,,Y,PERS,,,,UYF ,N,N,500.0,PLT,M,,N,,,1,REC,Continental,O-200,,,,,6
20120723X902071,PUBU,CVFR,AERO COMMANDER,500 S,6.0,2.0,RETR,6750.0,AIR,N,AAIP,,6443.0,Y,,,Y,PUBF,N,EKO ,2015.0,EKO ,N,N,16802.0,PLT,,Yes,N,,U,1,REC,Lycoming,TIO-540,,,FINJ,,4
20140703X400451,PUBU,CVFR,ROCKWELL INTERNATIONAL,500 S,6.0,2.0,RETR,7000.0,AIR,N,ANNL,,,,,Houston Air,Y,PUBF,,P33 ,45.0,P33 ,N,N,26000.0,PLT,,Yes,N,,3,1,REC,LYCOMING,IO-540 ,,HP,FINJ,CONP,6
20140512X010351,091,NONE,PACIFIC AEROSPACE CORP LTD,750XL,,1.0,FIXD,7500.0,AIR,N,,,,,,,Y,SKYD,N,7VG0,1730.0,7VG0,N,N,1405.0,PLT,,Yes,N,,3,1,TP,Pratt & Whitney,PT6A-34,,,,CONP,6
20180618X308341,121,IFR,BOEING,787-9,301.0,2.0,RETR,553.0,AIR,N,,,4519.0,Y,C126,,Y,,Y,KLAX,1736.0,ZBAA,N,N,3923.0,PLT,M,Yes,N,,U,1,TF,General Electric,GENX1B-75P2,,LBS,,,6
20081003X414581,091,NONE,Firefly Balloons,8B-15,,,FIXD,,BALL,N,,,,,,,Y,OWRK,,,,,N,N,586.0,PLT,M,,N,,,1,,,,,,,,6
20150308X145091,091,NONE,BELLANCA,8KCAB,2.0,1.0,FIXD,1800.0,AIR,N,ANNL,,1775.0,Y,UNK,,Y,PERS,Y,OSX ,,OSX ,N,N,875.5,PLT,,No,Y,,4,1,REC,Lycoming,,,HP,FINJ,,6
20110722X440281,137,NONE,CESSNA,A188B,1.0,1.0,FIXD,4200.0,AIR,N,ANNL,,,,UNK,,,AAPL,N,M22 ,1300.0,M22 ,N,N,335.0,PLT,M,Yes,N,,,1,REC,Continental Motors,IO-520,,,FINJ,,4
20170224X344511,091,,BEECH,A36TC,6.0,1.0,RETR,3651.0,AIR,N,ANNL,,2859.0,Y,,,Y,PERS,N,32S ,2000.0,CHD ,N,N,569.0,PLT,M,No,N,,U,1,REC,Continental,TSIO 520,,,FINJ,CONP,4
20200209X616131,091,NONE,Aviastroitel,AC 4C,1.0,,FIXD,485.0,GLI,Y,COND,,120.4000015258789,N,,,Y,PERS,N,FRR ,1725.0,FRR ,N,N,18800.0,PLT,M,No,Y,,4,1,NONE,,,,,,,6
20190602X609041,137,NONE,Air Tractor,AT502,1.0,1.0,FIXD,8000.0,AIR,N,ANNL,,8261.0,N,,,Y,AAPL,N,VNW ,2230.0,VNW ,N,N,2684.0,PLT,M,Yes,N,,U,1,TP,Pratt and Whitney,PT6-34AG,,,,,2
20200523X752381,137,NONE,Air Tractor,AT502,,,FIXD,,AIR,N,,,,,,,Y,AAPL,N,2LA4,,2LA4,N,N,24000.0,PLT,M,Yes,N,,U,1,TP,Pratt and Whitney,PT-6A,,,FINJ,,6
20180921X738521,137,UNK,Air Tractor,AT802,1.0,1.0,FIXD,8000.0,AIR,N,100H,,600.0,N,,Mattern Spray,Y,AAPL,N,,1830.0,,N,N,4600.0,PLT,M,Yes,N,,3,1,TP,P&W Canada,PT6,,,,CONP,2
20080219X002041,091,NONE,Cessna,C-152,2.0,1.0,FIXD,1670.0,AIR,N,100H,,10875.0,Y,,,Y,INST,N,OCF ,,IMM ,N,N,130.0,PLT,M,No,N,,,1,REC,Lycoming,O-235,,,CARB,,4
20090525X102352,091,NONE,NANCHANG CHINA,CJ-6A,2.0,1.0,RETR,3080.0,AIR,N,,,,,,,Y,PERS,N,DCU ,1810.0,5AL5,N,N,3600.0,PLT,M,No,N,,,1,REC,,,,,CARB,,2
20090507X009261,121,IFR,BOEING,DC-10,328.0,3.0,RETR,580000.0,AIR,N,COAW,,107814.0,Y,,,Y,,Y,,700.0,KBWI,N,N,5460.0,PLT,M,Yes,Y,,,1,TF,GE,CF6,,,,,4
20150625X150341,135,CVFR,DEHAVILLAND,DHC-3,,1.0,FIXD,,AIR,N,AAIP,,24439.5,Y,C91A,,Y,,N,,,,Y,N,3912.0,PLT,,Yes,Y,,3,1,TP,,,,,,,4
20090803X148361,091,NONE,EUROCOPTER,EC130,7.0,1.0,FIXD,5350.0,HELI,N,ANNL,,77.0,Y,,,Y,PERS,N,,2050.0,,N,N,1180.0,PLT,M,No,N,,,1,TS,TURBOMECA,ARRIEL2,,,,,6
20170526X632231,091,NONE,EUROCOPTER,EC130,7.0,1.0,FIXD,5350.0,HELI,N,UNK,,,Y,UNK,Papillon Grand Canyon Helicopters,Y,BUS ,N,,,1G4 ,N,N,3040.0,PLT,M,Yes,N,,4,1,TS,Turbomeca,Arriel 2B1,,HP,,,4
20190711X508211,135,CVFR,Eurocopter,EC135,5.0,2.0,FIXD,6250.0,HELI,N,AAIP,,5894.0,,,,Y,,N,,2112.0,NK64,N,Y,3672.0,PLT,M,Yes,N,,4,1,TS,Pratt & Whitney,206B2,,,,,2
20080714X010261,091,NONE,Grumman,G-164,1.0,1.0,FIXD,,AIR,N,ANNL,,12058.0,N,,,Y,POSI,N,,,,N,N,546.0,PLT,M,Yes,N,,,1,REC,Pratt & Whitney,R-985,,,FINJ,,6
20140728X140181,091,NONE,TEMCO,GC 1B,,,FIXD,,AIR,N,ANNL,,2934.800048828125,,,,Y,PERS,N,FL84,1400.0,,N,N,30000.0,PLT,M,No,Y,,L,1,REC,"Continental Motors, Inc.",O-300-A,,,CARB,,6
20140203X354501,121,IFR,MCDONNELL DOUGLAS AIRCRAFT CO,MD 88,157.0,2.0,RETR,160000.0,AIR,N,COAW,,65507.0,Y,,,Y,,Y,ATL ,,MIA ,N,N,11436.0,PLT,,Yes,N,,5,1,TF,P&W,JT8D,,,,,6
20160126X751221,121,IFR,MCDONNELL DOUGLAS CORPORATION,MD 88,157.0,2.0,RETR,149500.0,AIR,N,,,58173.0,Y,C126,,Y,,Y,DTW ,2105.0,EWR ,N,N,7975.5,PLT,,Yes,N,,5,1,TF,Pratt & Whitney,JT8D-219,,LBS,,,4
20080703X009741,121,IFR,DOUGLAS,MD-10,,3.0,RETR,440000.0,AIR,N,COAW,,86958.0,N,,Federal Express Corp,Y,,Y,MEM ,,JFK ,N,N,4574.0,PLT,M,Yes,N,,,1,TF,General Electric,CF6-6D,,,,,4
20191019X048531,091,NONE,Ultramagic,N 250,7.0,1.0,FIXD,2200.0,BALL,N,ANNL,,550.0,,,,Y,BUS ,N,,1315.0,,Y,N,2330.0,PLT,M,Yes,N,,N,1,NONE,Powerplus 3 Burner,BMK-050,,,,,2
20121118X143421,PUBU,CVFR,BELL,OH-58,4.0,1.0,FIXD,,HELI,N,COAW,,15239.0,N,,,Y,PUBL,N,N/A ,2352.0,N/A ,N,N,16200.0,PLT,F,Yes,N,,U,1,TS,Rolls Royce,250-C20 MM,,,,,2
20131024X856211,091,NONE,NORTH AMERICAN,P 51D,,,RETR,,AIR,N,COND,,,Y,UNK,,Y,PERS,N,KGLS,1120.0,KGLS,N,N,11300.0,PLT,,Yes,Y,,5,1,REC,Packard ,V-1650,,,,,2
